               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  32,            0.014351,            0.011114,                   0,             0.98656,             0.99084,             0.99364,             0.84612,           0.0085944,           0.0024036,                   0,            0.003862,            0.003862,            0.003862
                  33,            0.014236,              0.0111,                   0,             0.98579,             0.98928,             0.99264,             0.84414,           0.0084908,           0.0025214,                   0,            0.003664,            0.003664,            0.003664
                  34,            0.014368,            0.011015,                   0,             0.98807,             0.99087,             0.99341,             0.84317,            0.008571,             0.00239,                   0,            0.003466,            0.003466,            0.003466
                  35,            0.014173,            0.011086,                   0,              0.9877,             0.98901,             0.99324,             0.85279,           0.0085649,             0.00233,                   0,            0.003268,            0.003268,            0.003268
                  36,            0.014153,            0.011023,                   0,             0.98695,             0.99125,             0.99276,             0.84697,           0.0084817,           0.0024602,                   0,             0.00307,             0.00307,             0.00307
                  37,            0.014077,            0.010916,                   0,             0.98145,             0.99087,             0.99224,             0.85163,           0.0082738,           0.0026468,                   0,            0.002872,            0.002872,            0.002872
                  38,            0.014095,            0.010897,                   0,             0.98733,             0.99067,              0.9933,             0.85625,           0.0082859,           0.0024739,                   0,            0.002674,            0.002674,            0.002674
                  39,            0.013755,            0.010816,                   0,             0.98664,             0.98928,              0.9931,             0.85874,           0.0083825,           0.0024868,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.013831,            0.010789,                   0,              0.9885,             0.99016,             0.99315,             0.85759,            0.008293,           0.0024221,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.013667,            0.010743,                   0,             0.98813,             0.99201,             0.99324,             0.86216,           0.0082008,           0.0024451,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.013557,            0.010806,                   0,             0.99052,             0.99126,             0.99397,             0.86157,            0.008167,           0.0024005,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.013485,            0.010661,                   0,             0.99165,             0.99105,             0.99386,             0.86256,           0.0081991,           0.0025636,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.013268,              0.0107,                   0,             0.98643,             0.99166,             0.99331,             0.85918,           0.0082683,           0.0025749,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.013341,            0.010647,                   0,             0.98928,             0.98997,             0.99356,             0.86021,           0.0081936,           0.0024235,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.013288,            0.010509,                   0,             0.98768,             0.99166,             0.99366,             0.85887,           0.0081579,           0.0023963,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.013347,            0.010601,                   0,              0.9889,             0.99074,             0.99374,             0.86142,            0.008114,            0.002477,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.013121,            0.010578,                   0,             0.98929,             0.99032,             0.99382,             0.86512,           0.0079825,            0.002504,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.012951,            0.010483,                   0,             0.98852,             0.99141,             0.99374,             0.86437,           0.0080352,           0.0024847,                   0,            0.000496,            0.000496,            0.000496
